prfInformationCarrier,prfYear,prfMonth,prfPrdOilGrossMillSm3,prfPrdGasGrossBillSm3,prfPrdCondensateGrossMillSm3,prfPrdOeGrossMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
GUNGNE,2020,5,0.0,0.01028,0.00419,0.014469999999999998,0.00099,43464
GUNGNE,2020,6,0.0,0.00996,0.00405,0.01401,0.00106,43464
GUNGNE,2020,7,0.0,0.00962,0.00392,0.01354,0.00099,43464
GUNGNE,2020,8,0.0,0.01047,0.00426,0.014730000000000002,0.0012,43464
GUNGNE,2020,9,0.0,0.00824,0.00336,0.0116,0.00117,43464
GUNGNE,2020,10,0.0,0.010329999999999999,0.00421,0.01454,0.0013599999999999999,43464
GUNGNE,2020,11,0.0,0.010320000000000001,0.0042,0.014519999999999998,0.0009699999999999999,43464
GUNGNE,2020,12,0.0,0.01151,0.00469,0.0162,0.00103,43464
GUNGNE,2021,1,0.0,0.011479999999999999,0.00491,0.016390000000000002,0.00103,43464
GUNGNE,2021,2,0.0,0.0099,0.00424,0.014130000000000002,0.0011099999999999999,43464
GUNGNE,2021,3,0.0,0.011,0.00471,0.01571,0.0015300000000000001,43464
GUNGNE,2021,4,0.0,0.01069,0.00458,0.015269999999999999,0.00144,43464
GUNGNE,2021,5,0.0,0.01094,0.00468,0.015619999999999998,0.0012,43464
GYDA,1990,6,0.026139999999999997,0.0037700000000000003,0.0,0.029910000000000003,0.0,43492
GYDA,1990,7,0.1389,0.01976,0.0,0.15866,0.0,43492
GYDA,1990,8,0.17204,0.02431,0.0,0.19635,0.0,43492
GYDA,1990,9,0.25942,0.0365,0.0,0.29591999999999996,0.0,43492
GYDA,1990,10,0.3242,0.048389999999999996,0.0,0.37259000000000003,0.0,43492
GYDA,1990,11,0.36095,0.055729999999999995,0.0,0.41668,0.0,43492
GYDA,1990,12,0.34694,0.052570000000000006,0.0,0.39951,0.0,43492
GYDA,1991,1,0.36693000000000003,0.055920000000000004,0.0,0.42285,0.0,43492
GYDA,1991,2,0.28904,0.04438,0.0,0.33342,0.0,43492
GYDA,1991,3,0.28926999999999997,0.04504,0.0,0.3343,0.0,43492
GYDA,1991,4,0.3003,0.04655,0.0,0.34685,0.0,43492
GYDA,1991,5,0.30664,0.04754,0.0,0.35417,0.0,43492
GYDA,1991,6,0.25064000000000003,0.038860000000000006,0.0,0.2895,0.0,43492
GYDA,1991,7,0.22023,0.03213,0.0,0.25236,0.0,43492
GYDA,1991,8,0.12315999999999999,0.0188,0.0,0.14196,0.0,43492
GYDA,1991,9,0.27631999999999995,0.04217,0.0,0.31848000000000004,0.0,43492
GYDA,1991,10,0.28675,0.04326,0.0,0.33000999999999997,0.0,43492
GYDA,1991,11,0.31578,0.04542,0.0,0.3612,0.0,43492
GYDA,1991,12,0.33,0.047510000000000004,0.0,0.37751,0.0,43492
GYDA,1992,1,0.15884,0.02214,0.0,0.18099,0.0,43492
GYDA,1992,2,0.32752,0.04663,0.0,0.37415,0.0,43492
GYDA,1992,3,0.34518000000000004,0.05004,0.0,0.39521999999999996,0.0,43492
GYDA,1992,4,0.36068,0.052160000000000005,0.0,0.41285,0.0,43492
GYDA,1992,5,0.28126,0.04091,0.0,0.32216999999999996,0.0,43492
GYDA,1992,6,0.33047,0.04724,0.0,0.37772,0.0,43492
GYDA,1992,7,0.3373,0.04842,0.0,0.38572,0.0,43492
GYDA,1992,8,0.33731,0.048310000000000006,0.0,0.38563000000000003,0.0,43492
GYDA,1992,9,0.32818,0.04846,0.0,0.37664000000000003,0.0,43492
GYDA,1992,10,0.35735,0.05405,0.0,0.4114,0.0,43492
GYDA,1992,11,0.34181,0.05167000000000001,0.0,0.39348,0.0,43492
GYDA,1992,12,0.35316,0.05284,0.0,0.406,0.0,43492
GYDA,1993,1,0.32613000000000003,0.04804,0.0,0.37417,0.0,43492
GYDA,1993,2,0.29338000000000003,0.042660000000000003,0.0,0.33604,0.0,43492
GYDA,1993,3,0.32842,0.047889999999999995,0.0,0.3763,0.0,43492
GYDA,1993,4,0.31927,0.04635,0.0,0.36562,0.0,43492
GYDA,1993,5,0.34293,0.04937,0.0,0.3923,0.0,43492
GYDA,1993,6,0.34956,0.049069999999999996,0.0,0.39862,0.0,43492
GYDA,1993,7,0.35977,0.05127,0.0,0.41103999999999996,0.0,43492
GYDA,1993,8,0.33603,0.04803,0.0,0.38406,0.0,43492
GYDA,1993,9,0.31690999999999997,0.04568,0.0,0.36258,0.0,43492
GYDA,1993,10,0.35822,0.051579999999999994,0.0,0.40981000000000006,0.0,43492
GYDA,1993,11,0.32634,0.04672,0.0,0.37305,0.0,43492
GYDA,1993,12,0.32314,0.04605,0.0,0.36919,0.0,43492
GYDA,1994,1,0.31433,0.0447,0.0,0.35902,0.0,43492
GYDA,1994,2,0.27008000000000004,0.03949,0.0,0.30956999999999996,0.0,43492
GYDA,1994,3,0.27603,0.0403,0.0,0.31632,0.0,43492
GYDA,1994,4,0.28153,0.0418,0.0,0.32333,0.0,43492
GYDA,1994,5,0.33704,0.04693,0.0,0.38398000000000004,0.0,43492
GYDA,1994,6,0.3901,0.052629999999999996,0.0,0.44273,0.0,43492
GYDA,1994,7,0.38237,0.05234,0.0,0.43471000000000004,0.0,43492
GYDA,1994,8,0.19918,0.02561,0.0,0.22479000000000002,0.0,43492
GYDA,1994,9,0.40286,0.05252999999999999,0.0,0.45538999999999996,0.0,43492
GYDA,1994,10,0.44283,0.05816,0.0,0.5009899999999999,0.0,43492
GYDA,1994,11,0.4123,0.05491,0.0,0.46721,0.0,43492
GYDA,1994,12,0.40813,0.055139999999999995,0.0,0.46326999999999996,0.0,43492
GYDA,1995,1,0.39266,0.05415,0.0,0.4468,0.0,43492
GYDA,1995,2,0.31923,0.04401,0.0,0.36325,0.0,43492
GYDA,1995,3,0.32397,0.04471,0.0,0.36868,0.0,43492
GYDA,1995,4,0.31654,0.04415,0.0,0.36068,0.0,43492
GYDA,1995,5,0.30666,0.0427,0.0,0.34936,0.0,43492
GYDA,1995,6,0.29384,0.041280000000000004,0.0,0.33512,0.0,43492
GYDA,1995,7,0.28798,0.04059,0.0,0.32857,0.0,43492
GYDA,1995,8,0.34274,0.07544,0.0,0.41817,0.0,43492
GYDA,1995,9,0.32095999999999997,0.08304,0.0,0.404,0.0,43492
GYDA,1995,10,0.34886,0.0995,0.0,0.44837,0.0,43492
GYDA,1995,11,0.33559,0.09734,0.0,0.43293000000000004,0.0,43492
GYDA,1995,12,0.349,0.09153,0.0,0.44053000000000003,0.0,43492
GYDA,1996,1,0.35324,0.08774,0.0,0.44098000000000004,0.0,43492
GYDA,1996,2,0.33828,0.08189,0.0,0.42018,0.0,43492
GYDA,1996,3,0.36963,0.0888,0.0,0.45843,0.0,43492
GYDA,1996,4,0.34624,0.08692000000000001,0.0,0.43316000000000004,0.0,43492
GYDA,1996,5,0.36785999999999996,0.09781000000000001,0.0,0.46568000000000004,0.0,43492
GYDA,1996,6,0.33032,0.09046,0.0,0.42078000000000004,0.0,43492
GYDA,1996,7,0.34707,0.08358,0.0,0.43065,0.0,43492
GYDA,1996,8,0.33048,0.09402999999999999,0.0,0.42451000000000005,0.0,43492
GYDA,1996,9,0.31659,0.0918,0.0,0.40839000000000003,0.0,43492
GYDA,1996,10,0.31472,0.09434,0.0,0.40906,0.0,43492
GYDA,1996,11,0.31444,0.09627999999999999,0.0,0.41071,0.0,43492
GYDA,1996,12,0.32166999999999996,0.09577000000000001,0.0,0.41744,0.0,43492
GYDA,1997,1,0.31508,0.09595,0.0,0.41103,0.0,43492
GYDA,1997,2,0.27965999999999996,0.07936,0.0,0.35901,0.0,43492
GYDA,1997,3,0.31344,0.08878,0.0,0.40221,0.0,43492
GYDA,1997,4,0.30317,0.08433,0.0,0.3875,0.0,43492
GYDA,1997,5,0.31222,0.08611,0.0,0.39833,0.0,43492
GYDA,1997,6,0.22884000000000002,0.05107,0.0,0.27991,0.0,43492
GYDA,1997,7,0.2845,0.08367999999999999,0.0,0.36818,0.0,43492
GYDA,1997,8,0.23435,0.06952,0.0,0.30385999999999996,0.0,43492
GYDA,1997,9,0.24139000000000002,0.07973,0.0,0.32111999999999996,0.0,43492
GYDA,1997,10,0.27886,0.09183999999999999,0.0,0.37069,0.0,43492
GYDA,1997,11,0.30448000000000003,0.08837,0.0,0.39285,0.0,43492
GYDA,1997,12,0.30496,0.07897,0.0,0.38393,0.0,43492
GYDA,1998,1,0.27659,0.08039,0.0,0.35698,0.0,43492
GYDA,1998,2,0.25384,0.08229,0.0,0.33613000000000004,0.0,43492
GYDA,1998,3,0.26938,0.09644,0.0,0.36582,0.0,43492
GYDA,1998,4,0.26105,0.09172999999999999,0.0,0.35277,0.0,43492
GYDA,1998,5,0.26371,0.09282,0.0,0.35654,0.0,43492
GYDA,1998,6,0.24924000000000002,0.09218,0.0,0.34141,0.0,43492
GYDA,1998,7,0.22687,0.09677000000000001,0.0,0.32364,0.0,43492
GYDA,1998,8,0.04583,0.01754,0.0,0.06336,0.0,43492
GYDA,1998,9,0.21158000000000002,0.08415,0.0,0.29573,0.0,43492
GYDA,1998,10,0.15861,0.05942000000000001,0.0,0.21803000000000003,0.0,43492
GYDA,1998,11,0.0862,0.03217,0.0,0.11837,0.0,43492
GYDA,1998,12,0.16368,0.05658,0.0,0.22025999999999998,0.0,43492
GYDA,1999,1,0.23371999999999998,0.09032000000000001,0.0,0.32404,0.0,43492
GYDA,1999,2,0.2049,0.08559,0.0,0.29049,0.0,43492
GYDA,1999,3,0.23556,0.09669,0.0,0.33225,0.0,43492
GYDA,1999,4,0.14869000000000002,0.050460000000000005,0.0,0.19916,0.0,43492
GYDA,1999,5,0.19416,0.07436,0.0,0.26853,0.0,43492
GYDA,1999,6,0.14884,0.03921,0.0,0.18805,0.0,43492
GYDA,1999,7,0.16249,0.0358,0.0,0.19829000000000002,0.0,43492
GYDA,1999,8,0.10038,0.02622,0.0,0.1266,0.0,43492
GYDA,1999,9,0.15527,0.058410000000000004,0.0,0.21368,0.0,43492
GYDA,1999,10,0.15434,0.06185,0.0,0.21619000000000002,0.0,43492
GYDA,1999,11,0.16115,0.07105,0.0,0.2322,0.0,43492
GYDA,1999,12,0.16304000000000002,0.07347000000000001,0.0,0.23651,0.0,43492
GYDA,2000,1,0.1111,0.04033,0.0,0.15143,0.08076,43492
GYDA,2000,2,0.10602,0.036239999999999994,0.0,0.14226,0.08507999999999999,43492
GYDA,2000,3,0.08875,0.02646,0.0,0.11522,0.07646,43492
GYDA,2000,4,0.10286,0.031180000000000003,0.0,0.13404000000000002,0.07815,43492
GYDA,2000,5,0.09394,0.02837,0.0,0.1223,0.07022,43492
GYDA,2000,6,0.09886,0.02805,0.0,0.12691,0.07619,43492
GYDA,2000,7,0.10397999999999999,0.02855,0.0,0.13253,0.07404,43492
GYDA,2000,8,0.08757999999999999,0.02053,0.0,0.10811,0.06155,43492
GYDA,2000,9,0.05948,0.01661,0.0,0.07608,0.04192,43492
GYDA,2000,10,0.08727,0.02103,0.0,0.1083,0.0815,43492
GYDA,2000,11,0.0882,0.02155,0.0,0.10975,0.07576000000000001,43492
GYDA,2000,12,0.08272,0.0196,0.0,0.10232000000000001,0.06797,43492
GYDA,2001,1,0.09158,0.02188,0.0,0.11345999999999999,0.07945,43492
GYDA,2001,2,0.09307,0.02483,0.0,0.1179,0.07366,43492
GYDA,2001,3,0.11634000000000001,0.030369999999999998,0.0,0.14670999999999998,0.07998999999999999,43492
GYDA,2001,4,0.11302000000000001,0.02875,0.0,0.14177,0.0762,43492
GYDA,2001,5,0.1106,0.028030000000000003,0.0,0.13863,0.0746,43492
GYDA,2001,6,0.10677,0.026410000000000003,0.0,0.13318,0.07073,43492
GYDA,2001,7,0.10822000000000001,0.02675,0.0,0.13497,0.07719,43492
GYDA,2001,8,0.04654,0.012329999999999999,0.0,0.058870000000000006,0.03492,43492
GYDA,2001,9,0.07077,0.01994,0.0,0.0907,0.07827,43492
GYDA,2001,10,0.08599,0.02041,0.0,0.10640999999999999,0.10284000000000001,43492
GYDA,2001,11,0.08743,0.02026,0.0,0.10769000000000001,0.09848,43492
GYDA,2001,12,0.08237,0.1991,0.0,0.28147,0.08852,43492
GYDA,2002,1,0.06821,0.01505,0.0,0.08326,0.06884,43492
GYDA,2002,2,0.06686,0.015040000000000001,0.0,0.0819,0.08333,43492
GYDA,2002,3,0.03979,0.00775,0.0,0.04754,0.04057,43492
GYDA,2002,4,0.07257999999999999,0.015330000000000002,0.0,0.08791,0.11748,43492
GYDA,2002,5,0.06565,0.012790000000000001,0.0,0.07844,0.11054000000000001,43492
GYDA,2002,6,0.056139999999999995,0.0088,0.0,0.06494,0.10005,43492
GYDA,2002,7,0.05987000000000001,0.0094,0.0,0.06927,0.1031,43492
GYDA,2002,8,0.055279999999999996,0.00936,0.0,0.06465,0.09817000000000001,43492
GYDA,2002,9,0.05201,0.009059999999999999,0.0,0.061079999999999995,0.11842000000000001,43492
GYDA,2002,10,0.054329999999999996,0.00928,0.0,0.06361,0.13135,43492
GYDA,2002,11,0.05076,0.00882,0.0,0.05959,0.12672,43492
GYDA,2002,12,0.05296,0.0091,0.0,0.062060000000000004,0.14401,43492
GYDA,2003,1,0.07509,0.01231,0.0,0.08741,0.15432,43492
GYDA,2003,2,0.08613,0.014,0.0,0.10012,0.136,43492
GYDA,2003,3,0.053360000000000005,0.00892,0.0,0.062279999999999995,0.16053,43492
GYDA,2003,4,0.051829999999999994,0.00892,0.0,0.060739999999999995,0.15784,43492
GYDA,2003,5,0.05114,0.00893,0.0,0.060070000000000005,0.16726,43492
GYDA,2003,6,0.05089,0.008759999999999999,0.0,0.05964,0.16222,43492
GYDA,2003,7,0.05001,0.008320000000000001,0.0,0.05832999999999999,0.17547000000000001,43492
GYDA,2003,8,0.034789999999999995,0.00575,0.0,0.04054,0.12125999999999999,43492
GYDA,2003,9,0.04362,0.007409999999999999,0.0,0.05103,0.14185999999999999,43492
GYDA,2003,10,0.05064,0.00863,0.0,0.05927,0.17156,43492
GYDA,2003,11,0.04765,0.00798,0.0,0.05562,0.15500999999999998,43492
GYDA,2003,12,0.05245,0.00886,0.0,0.06131,0.15999000000000002,43492
GYDA,2004,1,0.051870000000000006,0.008740000000000001,0.0,0.060610000000000004,0.13951,43492
GYDA,2004,2,0.04319,0.00733,0.0,0.050519999999999995,0.12565,43492
GYDA,2004,3,0.04208,0.00704,0.0,0.04911,0.14997,43492
GYDA,2004,4,0.04281,0.007240000000000001,0.0,0.05006,0.13057,43492
GYDA,2004,5,0.04942,0.00873,0.0,0.05815,0.12267,43492
GYDA,2004,6,0.04972,0.0086,0.0,0.058320000000000004,0.12328,43492
GYDA,2004,7,0.039760000000000004,0.00707,0.0,0.046830000000000004,0.14173,43492
GYDA,2004,8,0.02698,0.00484,0.0,0.03182,0.09081,43492
GYDA,2004,9,0.02951,0.00512,0.0,0.03464,0.08011,43492
GYDA,2004,10,0.043769999999999996,0.00762,0.0,0.05139,0.09341,43492
GYDA,2004,11,0.0487,0.009590000000000001,0.0,0.058289999999999995,0.09255,43492
GYDA,2004,12,0.057089999999999995,0.0139,0.0,0.07099,0.08671,43492
GYDA,2005,1,0.06572,0.0176,0.0,0.08331000000000001,0.08422,43492
GYDA,2005,2,0.05997,0.01481,0.0,0.07478,0.08026,43492
GYDA,2005,3,0.07155,0.01818,0.0,0.08974,0.08491,43492
GYDA,2005,4,0.06109,0.0163,0.0,0.07737999999999999,0.060289999999999996,43492
GYDA,2005,5,0.05145,0.01243,0.0,0.06387999999999999,0.0494,43492
GYDA,2005,6,0.04263,0.00798,0.0,0.05061,0.04299,43492
GYDA,2005,7,0.05827,0.011559999999999999,0.0,0.06982999999999999,0.06373999999999999,43492
GYDA,2005,8,0.05995,0.01375,0.0,0.0737,0.07386000000000001,43492
GYDA,2005,9,0.06141,0.01415,0.0,0.07556,0.07607,43492
GYDA,2005,10,0.06827000000000001,0.01523,0.0,0.0835,0.09436,43492
GYDA,2005,11,0.07265,0.01564,0.0,0.0883,0.08991,43492
GYDA,2005,12,0.07067999999999999,0.01584,0.0,0.08652,0.08639,43492
GYDA,2006,1,0.07234,0.01658,0.0,0.08892,0.0923,43492
GYDA,2006,2,0.06192,0.01492,0.0,0.07683999999999999,0.07522999999999999,43492
GYDA,2006,3,0.055510000000000004,0.01356,0.0,0.06907999999999999,0.07247999999999999,43492
GYDA,2006,4,0.0535,0.01329,0.0,0.06679,0.08205,43492
GYDA,2006,5,0.06126,0.01635,0.0,0.07761,0.08698,43492
GYDA,2006,6,0.053329999999999995,0.015280000000000002,0.0,0.06862,0.07455,43492
GYDA,2006,7,0.0517,0.015569999999999999,0.0,0.06726,0.08118,43492
GYDA,2006,8,0.03603,0.00896,0.0,0.044989999999999995,0.07367,43492
GYDA,2006,9,0.04442,0.01291,0.0,0.05732999999999999,0.08892,43492
GYDA,2006,10,0.05541,0.01739,0.0,0.0728,0.11438,43492
GYDA,2006,11,0.05363,0.01699,0.0,0.07062,0.10797999999999999,43492
GYDA,2006,12,0.05115,0.01736,0.0,0.0685,0.10342,43492
GYDA,2007,1,0.05028,0.01711,0.0,0.06738,0.11354000000000002,43492
GYDA,2007,2,0.04264,0.014969999999999999,0.0,0.0576,0.1023,43492
GYDA,2007,3,0.04748,0.016730000000000002,0.0,0.06422,0.10903,43492
GYDA,2007,4,0.057670000000000006,0.0182,0.0,0.07587,0.10563,43492
GYDA,2007,5,0.05801,0.01842,0.0,0.07642,0.08157,43492
GYDA,2007,6,0.01904,0.0049299999999999995,0.0,0.02396,0.037939999999999995,43492
GYDA,2007,7,0.02887,0.00502,0.0,0.033889999999999997,0.09667,43492
GYDA,2007,8,0.03646,0.00648,0.0,0.04293,0.10658,43492
GYDA,2007,9,0.04195,0.01462,0.0,0.05657,0.11689000000000001,43492
GYDA,2007,10,0.04662,0.01596,0.0,0.06258,0.1207,43492
GYDA,2007,11,0.042730000000000004,0.01481,0.0,0.05754,0.12004000000000001,43492
GYDA,2007,12,0.03243,0.011090000000000001,0.0,0.04351,0.09041,43492
GYDA,2008,1,0.06642999999999999,0.01871,0.0,0.08513,0.11304000000000002,43492
GYDA,2008,2,0.06051,0.01729,0.0,0.07779,0.10411,43492
GYDA,2008,3,0.061189999999999994,0.01811,0.0,0.0793,0.11406,43492
GYDA,2008,4,0.05993,0.01763,0.0,0.07756,0.11946,43492
GYDA,2008,5,0.05449,0.01728,0.0,0.07177,0.12925,43492
GYDA,2008,6,0.03932,0.01261,0.0,0.05193,0.09784,43492
GYDA,2008,7,0.0514,0.016630000000000002,0.0,0.06803,0.12767,43492
GYDA,2008,8,0.05018,0.016280000000000003,0.0,0.06646,0.12602,43492
GYDA,2008,9,0.04607,0.01566,0.0,0.06172999999999999,0.12397000000000001,43492
GYDA,2008,10,0.04732,0.016309999999999998,0.0,0.06362999999999999,0.1328,43492
GYDA,2008,11,0.043160000000000004,0.015519999999999999,0.0,0.058679999999999996,0.13003,43492
GYDA,2008,12,0.041960000000000004,0.015819999999999997,0.0,0.05778,0.13483,43492
GYDA,2009,1,0.03973,0.015569999999999999,0.0,0.0553,0.13472,43492
GYDA,2009,2,0.03084,0.01321,0.0,0.04405,0.10503,43492
GYDA,2009,3,0.03659,0.015119999999999998,0.0,0.05171,0.1313,43492
GYDA,2009,4,0.03663,0.014759999999999999,0.0,0.05139,0.13727999999999999,43492
GYDA,2009,5,0.03648,0.015019999999999999,0.0,0.0515,0.148,43492
GYDA,2009,6,0.0336,0.01432,0.0,0.04792,0.139,43492
GYDA,2009,7,0.030930000000000003,0.01396,0.0,0.0449,0.1285,43492
GYDA,2009,8,0.03583,0.014780000000000001,0.0,0.05061,0.15282,43492
GYDA,2009,9,0.03022,0.012620000000000001,0.0,0.042839999999999996,0.13443,43492
GYDA,2009,10,0.02475,0.013030000000000002,0.0,0.03778,0.14734,43492
GYDA,2009,11,0.022969999999999997,0.008709999999999999,0.0,0.03168,0.14432999999999999,43492
GYDA,2009,12,0.026189999999999998,0.013340000000000001,0.0,0.03953,0.15465,43492
GYDA,2010,1,0.02421,0.01275,0.0,0.03695,0.143,43492
GYDA,2010,2,0.02083,0.01107,0.0,0.031889999999999995,0.12572,43492
GYDA,2010,3,0.0189,0.00967,0.0,0.02858,0.11125,43492
GYDA,2010,4,0.023119999999999998,0.011729999999999999,0.0,0.03485,0.14067000000000002,43492
GYDA,2010,5,0.02059,0.01051,0.0,0.031089999999999996,0.1324,43492
GYDA,2010,6,0.0038799999999999998,0.00172,0.0,0.0056,0.02248,43492
GYDA,2010,7,0.01202,0.0044399999999999995,0.0,0.01646,0.08392000000000001,43492
GYDA,2010,8,0.015780000000000002,0.008709999999999999,0.0,0.0245,0.07858,43492
GYDA,2010,9,0.01649,0.00914,0.0,0.02563,0.0771,43492
GYDA,2010,10,0.01906,0.01048,0.0,0.029539999999999997,0.09046,43492
GYDA,2010,11,0.01706,0.009,0.0,0.02607,0.08764,43492
GYDA,2010,12,0.01867,0.00984,0.0,0.02851,0.10407000000000001,43492
GYDA,2011,1,0.0196,0.00984,0.0,0.02945,0.11123,43492
GYDA,2011,2,0.00449,0.00221,0.0,0.0067,0.02578,43492
GYDA,2011,3,0.02275,0.01004,0.0,0.0328,0.13407,43492
GYDA,2011,4,0.00561,0.00249,0.0,0.0081,0.03209,43492
GYDA,2011,5,0.02157,0.00926,0.0,0.03083,0.09822,43492
GYDA,2011,6,0.02235,0.0092,0.0,0.03155,0.08968999999999999,43492
GYDA,2011,7,0.02474,0.009609999999999999,0.0,0.03435,0.09926,43492
GYDA,2011,8,0.01815,0.008459999999999999,0.0,0.02661,0.09509,43492
GYDA,2011,9,0.01665,0.0078,0.0,0.02445,0.07859,43492
GYDA,2011,10,0.019809999999999998,0.00829,0.0,0.0281,0.07118,43492
GYDA,2011,11,0.01756,0.007259999999999999,0.0,0.02482,0.07193,43492
GYDA,2011,12,0.01316,0.0017399999999999998,0.0,0.0149,0.059070000000000004,43492
GYDA,2012,1,0.013580000000000002,0.00187,0.0,0.01544,0.05831,43492
GYDA,2012,2,0.01154,0.0016899999999999999,0.0,0.01323,0.04904,43492
GYDA,2012,3,0.0119,0.00187,0.0,0.01377,0.05126,43492
GYDA,2012,4,0.01234,0.00202,0.0,0.01436,0.05347999999999999,43492
GYDA,2012,5,0.01264,0.0017800000000000001,0.0,0.014419999999999999,0.05484,43492
GYDA,2012,6,0.012190000000000001,0.00193,0.0,0.014119999999999999,0.054470000000000005,43492
GYDA,2012,7,0.01107,0.00176,0.0,0.012819999999999998,0.05499,43492
GYDA,2012,8,0.013580000000000002,0.00207,0.0,0.01565,0.06139,43492
GYDA,2012,9,0.01182,0.00195,0.0,0.01377,0.05341,43492
GYDA,2012,10,0.014730000000000002,0.00242,0.0,0.01714,0.0652,43492
GYDA,2012,11,0.0122,0.00203,0.0,0.014230000000000001,0.0629,43492
GYDA,2012,12,0.01291,0.0021100000000000003,0.0,0.015019999999999999,0.05536,43492
GYDA,2013,1,0.013730000000000001,0.00224,0.0,0.015969999999999998,0.054529999999999995,43492
GYDA,2013,2,0.0104,0.0017399999999999998,0.0,0.01214,0.04493,43492
GYDA,2013,3,0.01128,0.00186,0.0,0.013130000000000001,0.042710000000000005,43492
GYDA,2013,4,0.01169,0.00201,0.0,0.0137,0.048139999999999995,43492
GYDA,2013,5,0.00847,0.00146,0.0,0.00993,0.04086,43492
GYDA,2013,6,0.00081,0.00018,0.0,0.001,0.01351,43492
GYDA,2013,7,0.01105,0.00183,0.0,0.01288,0.06002999999999999,43492
GYDA,2013,8,0.01252,0.00209,0.0,0.01461,0.05474,43492
GYDA,2013,9,0.01094,0.00358,0.0,0.014519999999999998,0.043210000000000005,43492
GYDA,2013,10,0.01288,0.006409999999999999,0.0,0.01929,0.05148,43492
GYDA,2013,11,0.01278,0.00576,0.0,0.01854,0.06472,43492
GYDA,2013,12,0.011090000000000001,0.00448,0.0,0.01556,0.06849,43492
GYDA,2014,1,0.01184,0.00441,0.0,0.01625,0.06982000000000001,43492
GYDA,2014,2,0.00996,0.00266,0.0,0.012620000000000001,0.058339999999999996,43492
GYDA,2014,3,0.01035,0.00374,0.0,0.01409,0.07619,43492
GYDA,2014,4,0.01107,0.00337,0.0,0.014430000000000002,0.06744,43492
GYDA,2014,5,0.006690000000000001,0.00233,0.0,0.00902,0.0571,43492
GYDA,2014,6,0.0104,0.00313,0.0,0.01353,0.07647000000000001,43492
GYDA,2014,7,0.01176,0.00344,0.0,0.0152,0.08711,43492
GYDA,2014,8,0.01124,0.00329,0.0,0.014530000000000001,0.08067,43492
GYDA,2014,9,0.01053,0.0030399999999999997,0.0,0.013580000000000002,0.07218,43492
GYDA,2014,10,0.00826,0.00235,0.0,0.01061,0.07099,43492
GYDA,2014,11,0.00903,0.00209,0.0,0.01112,0.06694,43492
GYDA,2014,12,0.010490000000000001,0.0019199999999999998,0.0,0.01241,0.06763,43492
GYDA,2015,1,0.00979,0.0016,0.0,0.0114,0.0705,43492
GYDA,2015,2,0.008140000000000001,0.00133,0.0,0.009470000000000001,0.0611,43492
GYDA,2015,3,0.00851,0.0014199999999999998,0.0,0.00993,0.05973,43492
GYDA,2015,4,0.00915,0.0015,0.0,0.01066,0.06358,43492
GYDA,2015,5,0.00921,0.00156,0.0,0.01077,0.06615,43492
GYDA,2015,6,0.0069,0.00125,0.0,0.008140000000000001,0.06081,43492
GYDA,2015,7,0.00882,0.00147,0.0,0.01029,0.061520000000000005,43492
GYDA,2015,8,0.0082,0.00137,0.0,0.009559999999999999,0.05782,43492
GYDA,2015,9,0.00894,0.0015,0.0,0.01045,0.05595,43492
GYDA,2015,10,0.00885,0.00145,0.0,0.0103,0.05635,43492
GYDA,2015,11,0.00586,0.00099,0.0,0.00685,0.04251,43492
GYDA,2015,12,0.0063100000000000005,0.00103,0.0,0.00734,0.0414,43492
GYDA,2016,1,0.00852,0.0013599999999999999,0.0,0.00988,0.0594,43492
GYDA,2016,2,0.007640000000000001,0.0012699999999999999,0.0,0.00892,0.05108,43492
GYDA,2016,3,0.00821,0.00144,0.0,0.00965,0.05366,43492
GYDA,2016,4,0.00788,0.00131,0.0,0.00919,0.05065,43492
GYDA,2016,5,0.00746,0.00128,0.0,0.008740000000000001,0.04898,43492
GYDA,2016,6,0.00135,0.00023999999999999998,0.0,0.00159,0.01187,43492
GYDA,2016,7,0.00783,0.00131,0.0,0.00914,0.04566,43492
GYDA,2016,8,0.007890000000000001,0.00132,0.0,0.00921,0.04301,43492
GYDA,2016,9,0.0072299999999999994,0.00118,0.0,0.008409999999999999,0.03914,43492
GYDA,2016,10,0.0073,0.00119,0.0,0.008490000000000001,0.03721,43492
GYDA,2016,11,0.00674,0.00115,0.0,0.007890000000000001,0.03815,43492
GYDA,2016,12,0.00599,0.0010199999999999999,0.0,0.007,0.03269,43492
GYDA,2017,1,0.0058200000000000005,0.00106,0.0,0.00688,0.03168,43492
GYDA,2017,2,0.00579,0.00103,0.0,0.0068200000000000005,0.030860000000000002,43492
GYDA,2017,3,0.00507,0.00085,0.0,0.00592,0.02638,43492
GYDA,2017,4,0.006959999999999999,0.00118,0.0,0.008140000000000001,0.03316,43492
GYDA,2017,5,0.00617,0.001,0.0,0.00716,0.03148,43492
GYDA,2017,6,0.00536,0.00091,0.0,0.00627,0.02833,43492
GYDA,2017,7,0.00606,0.00101,0.0,0.00707,0.030160000000000003,43492
GYDA,2017,8,0.00583,0.001,0.0,0.00683,0.029039999999999996,43492
GYDA,2017,9,0.00426,0.0007099999999999999,0.0,0.0049700000000000005,0.02083,43492
GYDA,2017,10,0.00506,0.0008,0.0,0.00586,0.02545,43492
GYDA,2017,11,0.00424,0.00072,0.0,0.00496,0.021269999999999997,43492
